geo,time,pop1,pop2,pop3,pop4,pop5
lux,1803,987430935,141248,1514073,25282,1437418
mkd,1803,139153049,360380,1086689,74854,934417
mdg,1803,493027511,1654339,47968,55734,36221
mwi,1803,1354542085,778179,325518,27239,946692
mys,1803,472112446,1720667,1808088,114723,1296774
mli,1803,268934682,30979,1889057,47659,1808095
mrt,1803,1038653487,1335634,192666,73711,1480074
mus,1803,1008253671,1711494,169711,86456,360155
mex,1803,1048052887,296911,1541496,114246,1386972
mda,1803,552128099,791729,1601497,15014,1077292
mng,1803,947936797,802048,244078,4159,692911
mne,1803,1214333389,1119410,1328665,61873,1755310
mar,1803,569963519,530258,1683055,48778,263969
moz,1803,1141038087,1152874,1039008,114998,595360
mmr,1803,987361548,85345,1903442,91029,221514
nam,1803,86318999,958584,75941,1717,181710
npl,1803,397316680,1182771,679862,89657,545809
nld,1803,1177367033,1790223,968126,70781,50608
nzl,1803,846531022,1362141,712010,41107,1569548
nic,1803,226508403,618664,1051672,67862,1774117
ner,1803,635993063,224563,1752304,127908,1965519
nga,1803,122421358,1869470,759032,7082,809217
prk,1803,659908668,1963300,1739794,118109,1182368
nor,1803,1244232017,1405019,365444,129807,1247686
omn,1803,835601695,737928,581495,127191,1770606
pak,1803,333141601,452071,895323,10947,1144941
pan,1803,1149193438,419943,17328,41275,775911
png,1803,96664560,1014648,478915,79452,1392338
pry,1803,159491559,1228427,826110,106592,1225019
per,1803,923692726,1913121,514410,1114,779077
phl,1803,1372823855,331737,504548,94640,1307947
pol,1803,277968922,1919048,998486,128980,1442739
prt,1803,1172019455,628380,760241,4475,1502824
qat,1803,803990698,1490478,1603656,1223,1753426
rou,1803,1385955206,999110,1149775,129187,1480273
rus,1803,1107319346,1523960,1464021,15097,1902516
rwa,1803,494285043,825482,336827,49523,1564150
sau,1803,1159228521,631254,1174033,78966,962471
sen,1803,840139281,879735,1414556,6870,1323696
srb,1803,1236777933,825369,401966,87080,83935
sle,1803,161379104,1936599,1599485,113456,901727
sgp,1803,1140458728,274233,1246058,75652,1710869
svk,1803,656816813,1355790,645715,92287,1977142
svn,1803,340105839,302805,1443155,66196,901576
slb,1803,446763929,337899,780510,17284,797368
som,1803,43059199,1882520,1400622,6367,1677305
zaf,1803,860033041,249057,1075005,100196,1438235
kor,1803,713280082,1700320,1953149,16824,1750049
sds,1803,493925309,1302977,1292670,63621,1032891
esp,1803,129697204,1209660,1860880,22946,625150
lka,1803,895873831,1688521,773867,69894,727924
sdn,1803,1147078124,1096544,1623730,54676,691708
sur,1803,1151898751,1114830,1656639,129382,271088
swz,1803,1335394147,1191336,1752523,9160,943385
swe,1803,259658107,1913316,153446,10408,1815566
che,1803,1363385105,140473,1164977,94682,1202695
syr,1803,749248153,155722,1744183,104933,729868
tjk,1803,1034910384,889014,1017027,12303,609926
tza,1803,677562885,1082384,688180,103298,933726
tha,1803,390656368,1406362,561947,44912,1653649
tls,1803,851894146,1778676,47657,85518,558775
tgo,1803,465122150,1261725,1341475,78234,1237135
tto,1803,408845037,49148,302821,86182,1441883
tun,1803,1313613860,717127,456183,109970,795908
tur,1803,174762360,1780232,217984,100616,862936
tkm,1803,562730134,1238870,259878,68074,664011
uga,1803,1341600487,1018740,1699587,37311,1064827
ukr,1803,1350700613,688404,1724453,62711,1750640
are,1803,1048428255,164590,138839,72601,1739978
gbr,1803,644773463,1408269,1237324,129536,1093041
usa,1803,1114148604,1863236,1393905,91655,296147
ury,1803,1102255126,1031272,797457,126992,66030
uzb,1803,743777310,1080978,1062753,10186,1612564
ven,1803,331960827,1179755,1446711,126752,771688
vnm,1803,1084567172,1431566,1455352,119246,635171
pse,1803,811306337,1964077,1741310,74231,15570
yem,1803,340838460,715906,1762774,89567,1753589
zmb,1803,1193337582,1247466,1210066,127959,313157
zwe,1803,628470688,967572,797973,92038,1755960
afg,1804,848312738,680046,728864,53390,1086490
alb,1804,959524092,1607334,898686,119065,1734020
dza,1804,265376855,1583365,868731,50226,1119741
ago,1804,835236394,664598,553928,118482,1689489
arg,1804,147683154,932082,62200,33795,1898908
arm,1804,688722224,533903,90457,51393,1357227
aus,1804,568841662,863958,1002604,63217,1749541
aut,1804,997210976,1482757,595766,38084,239681
aze,1804,1187616041,1375750,1558749,73411,1656163
bhr,1804,746452548,1230322,1634042,88620,1162099
bgd,1804,961021558,663749,989882,24549,961636
blr,1804,1337199752,226273,1259881,114722,586256
bel,1804,861219144,1173115,647958,41263,1605872
ben,1804,1347513714,1749756,1595046,54240,1206
btn,1804,214709433,359862,1636785,48836,980501
bol,1804,448524592,87014,359433,115241,438889
bih,1804,246235953,1569921,938468,64606,85043
bwa,1804,146622858,602352,678301,50536,617336
bra,1804,448252115,736363,1429536,121598,1998147
bgr,1804,581612561,515998,708593,126095,1984493
bfa,1804,716791544,1306838,202684,2239,878400
bdi,1804,776506583,1623778,1397869,119438,710985
khm,1804,249703525,1984711,487458,106222,850491
cmr,1804,915367893,883713,496364,10422,1257066
can,1804,305970203,981000,34503,48560,1020718
cpv,1804,1133460716,1956588,1245939,91155,1727662
caf,1804,1197725194,1558011,1834876,50483,1883319
tcd,1804,68251368,1651955,382255,86435,285315
chl,1804,1111113737,452046,647543,40735,1271449
chn,1804,853449279,380405,1188100,14332,1131210
col,1804,500323302,424724,1309556,108598,1141662
com,1804,1284249440,1867831,1108826,121323,395711
cod,1804,914455792,778070,1919630,110794,627757
cog,1804,1130051181,623415,1846954,87397,1152833
cri,1804,1289917671,205230,464131,71185,1670221
civ,1804,92671480,983869,368418,34389,1278620
cub,1804,167438607,641666,936840,76686,159103
cyp,1804,1170575860,350429,1704363,125994,1822100
cze,1804,1246092306,98752,813825,74784,1340672
dnk,1804,77177790,597392,311730,20273,484093
dji,1804,1274457988,281822,153718,47065,587566
dom,1804,643261295,1493938,1111462,18043,468713
ecu,1804,529651373,1890299,1794623,86578,1387375
egy,1804,1343645758,754609,1259527,79331,1593473
slv,1804,1178352618,1734111,12057,34343,353365
gnq,1804,642767633,602760,125356,49323,1740412
eri,1804,439822608,1336305,222414,18398,39748
est,1804,323433011,239776,1336345,80200,1864588
eth,1804,1280499114,481056,480335,83396,1996356
fji,1804,1236046655,52909,1222998,98835,375526
fin,1804,32997263,555201,1067341,107722,1151467
fra,1804,975411544,1957702,1258289,81251,1396096
gab,1804,968724512,1482160,1989104,71955,462718
gmb,1804,1182273749,26014,1913918,78957,380506
geo,1804,991262272,1517332,408239,120276,320021
deu,1804,234893030,1425822,279146,63382,1832588
gha,1804,549294273,748820,1547690,70599,908610
grc,1804,1031632233,1618742,1487621,122071,734518
gtm,1804,220078512,533883,1903782,107876,323560
gin,1804,678655109,1442589,604474,4027,1988674
gnb,1804,628664821,1011224,234289,72630,1573654
guy,1804,1218874464,1586297,782702,49702,1876772
hti,1804,139927705,558199,1759435,129530,1565653
hnd,1804,1317147930,763519,82083,3850,1654722
hun,1804,390951978,1414459,338695,97518,1850878
ind,1804,1063828227,256567,337518,92895,531389
idn,1804,340290793,360906,646807,79151,1234340
irn,1804,899088671,1505540,1119494,61242,365007
irq,1804,38550166,1540676,629237,22204,1721486
irl,1804,539288472,1738742,1962295,101651,441392
isr,1804,14428995,1977724,692397,51624,212225
ita,1804,1310207740,1708276,1736964,122508,1486548
jam,1804,1309696212,680032,912639,63432,1950393
jpn,1804,1303896849,1129192,369262,105695,1040898
jor,1804,328609739,27297,995124,101268,545714
kaz,1804,41173298,181737,577989,108692,1704780
ken,1804,1085329790,1767055,1676869,123031,688766
kwt,1804,283219619,927770,930205,110004,408108
kgz,1804,1163959168,1549077,430622,76224,86063
lao,1804,463169013,1826327,380881,18474,1274550
lva,1804,2643268,946125,522348,84082,954198
lbn,1804,69721291,1870590,1371009,40215,1369470
lso,1804,266988798,1305305,1583497,88533,611504
lbr,1804,204854181,896769,886570,16089,565352
lby,1804,572988819,826796,347015,66079,1694716
ltu,1804,1331112564,1501088,1875036,40635,1731311
lux,1804,288445822,1284490,1276293,4840,253903
mkd,1804,992481977,1267945,1311671,24930,119704
mdg,1804,1068933797,1051654,1292829,16549,52907
mwi,1804,560192085,652946,1422921,90713,1421571
mys,1804,351854751,854137,1911276,60467,545519
mli,1804,376528800,692994,983581,61929,1273221
mrt,1804,1157583180,1611270,914126,130170,1450188
mus,1804,1221825660,507270,1476349,80499,108424
mex,1804,1005027030,1124226,1353638,72089,1647944
mda,1804,737413848,1343056,1581079,85697,1174606
mng,1804,1397137205,1045136,86958,88489,1925976
mne,1804,1296425626,1945704,230606,29913,1186973
mar,1804,1122757200,621440,154582,64385,1967594
moz,1804,1275716982,1596685,405585,88218,1617103
mmr,1804,938553121,145223,1988781,75254,1830780
nam,1804,1354103165,1567970,1690297,78147,797910
npl,1804,252182393,696063,1256463,93560,1599603
nld,1804,1282098198,230724,654513,111063,115093
nzl,1804,1184192080,117400,1511927,87552,1113592
nic,1804,495926689,1544409,844458,56826,964516
ner,1804,717694390,443666,1137720,101515,291428
nga,1804,1217445526,1866399,872776,29972,1537789
prk,1804,225542118,1515685,1990248,19953,1170821
nor,1804,395903336,653813,971631,58601,94676
omn,1804,280254175,1249077,401688,28536,1669528
pak,1804,786484151,265823,1751948,83690,1440436
pan,1804,769164095,507316,411354,29177,1792399
png,1804,541517897,1753880,556461,26732,810909
pry,1804,1188351864,495064,403917,60909,480666
per,1804,1076895237,1154908,1818192,12260,565056
phl,1804,857949101,1847111,296218,89395,271675
pol,1804,622400915,584066,836845,113895,1929213
prt,1804,750153474,337137,960179,73953,1727062
qat,1804,729364084,1131933,1771042,40072,1330366
rou,1804,23855185,705877,170427,28161,209621
rus,1804,259718911,1381668,1372799,89932,252036
rwa,1804,1236432598,1604213,128901,112138,213609
sau,1804,1248172772,299730,1482452,46158,113054
sen,1804,35634677,1630325,997030,73887,1334999
srb,1804,268756231,1580450,1335892,80791,43474
sle,1804,533880687,186007,844937,92161,343214
sgp,1804,19053907,959908,27995,127545,1435219
svk,1804,1350430471,1542247,149456,101562,841794
svn,1804,250658524,1115306,220015,47119,220208
slb,1804,1369287834,1606407,332445,80340,1177676
som,1804,1216403054,788756,1216595,76527,1067650
zaf,1804,980963985,922727,1196238,82138,647337
kor,1804,660524441,89947,1978055,55273,642461
sds,1804,1123309585,968456,1166859,17008,1392038
esp,1804,658824455,1685784,491133,66703,1393950
lka,1804,1209944461,439451,378398,47324,1702079
sdn,1804,149975715,603893,1119681,2384,1842367
sur,1804,1069561501,261420,1005784,51996,1137362
swz,1804,674459368,1812898,1100069,117409,154348
swe,1804,597716346,468256,553970,57418,1062556
che,1804,134565235,361599,1390773,100989,27699
syr,1804,381836280,845248,1090080,77069,1827829
tjk,1804,285609144,1701894,780472,5757,306529
tza,1804,954836906,707362,1865994,87108,299227
tha,1804,1314291409,243253,1302892,97194,1223148
tls,1804,493561678,1676038,535712,77293,687462
tgo,1804,160680403,260169,1780215,108403,623418
tto,1804,1302337064,50914,1002295,39765,680638
tun,1804,808842179,1847257,1064888,91371,460784
tur,1804,57963085,469151,510774,81539,46597
tkm,1804,1152172013,184370,1535867,72740,1164835
uga,1804,1045146738,681165,1440232,103331,623444
ukr,1804,277454350,344663,1953221,64749,518610
are,1804,497697108,1663248,882964,42821,1982473
gbr,1804,1303420235,869884,36518,98856,178824
usa,1804,5425017,1134830,459233,102250,431909
ury,1804,416301335,1001345,1471823,54882,644692
uzb,1804,608289236,640584,1594784,97913,1730655
ven,1804,272652710,1182648,399635,32529,213774
vnm,1804,160894571,1704545,1246158,80316,740641
pse,1804,155731434,900713,803542,94046,97001
yem,1804,653537279,1585731,1962198,120135,1160337
zmb,1804,815161823,1044742,605742,52948,696710
zwe,1804,764671471,636275,1028752,16610,1266351
afg,1805,1391985590,677601,333598,10898,1047135
alb,1805,266421895,158914,104872,29476,1911773
dza,1805,1214525954,478073,362222,77062,1394298
ago,1805,325282759,1132794,1781869,37810,1057375
arg,1805,915609933,1075511,1312273,96385,1705496
arm,1805,616860209,553098,822220,40970,1680215
aus,1805,637867489,713745,288113,47124,1354490
aut,1805,424206115,1588216,1597974,21033,979469
aze,1805,1093031605,317992,893970,103644,579453
bhr,1805,579157414,1990934,378793,26655,1013128
bgd,1805,469697958,725006,1993127,32849,996989
blr,1805,181704865,1071815,986938,25975,1909511
bel,1805,317881101,1772702,536001,51516,55634
ben,1805,406636786,282000,1153928,105796,1699695
btn,1805,677969571,1981550,1220344,100290,1688202
bol,1805,498222426,1372907,1422909,67514,1731664
bih,1805,463038545,939269,1235013,96256,1436860
bwa,1805,1335557593,1419928,533913,14073,1896974
bra,1805,846882437,1356964,1912041,65758,1792165
bgr,1805,328533573,6190,1102864,39399,1543832
bfa,1805,543823307,1910524,963027,129696,186025
bdi,1805,1221429424,117123,507934,84178,274903
khm,1805,993845911,963251,1757544,99551,1835374
cmr,1805,170400379,309944,1307482,111714,1205635
can,1805,474303982,1230585,544473,108386,1260024
cpv,1805,664408786,1752678,857140,59396,1121863
caf,1805,1197144123,332593,48687,121712,1399075
tcd,1805,1154490838,787448,1213103,68085,275685
chl,1805,1294702569,873748,296659,59212,1661985
chn,1805,1061297449,401455,47812,111794,1160305
col,1805,399745879,1027448,811661,118072,328257
com,1805,623697666,616350,828639,114009,270511
cod,1805,872526664,80726,1095227,78973,1171084
cog,1805,895959745,71331,1906722,105461,1667148
cri,1805,1369899323,181645,1434313,82341,1593763
civ,1805,890917944,584350,1962647,89448,1792802
cub,1805,197092370,800027,1140266,126485,1403808
cyp,1805,73593904,930189,1458518,109857,1289483
cze,1805,759866270,1330824,530927,6489,8967
dnk,1805,1221087703,1145368,1889543,127809,121400
dji,1805,447283724,1503922,1384217,128564,444253
dom,1805,388451354,1832168,1419483,46162,1210823
ecu,1805,837554007,1473591,1237833,96919,249629
egy,1805,1219501601,1388900,1917607,33308,1792565
slv,1805,1105689637,1229801,297152,125618,34313
gnq,1805,1162475877,967154,1203596,108495,114428
eri,1805,988718983,1083055,1080390,124802,501846
est,1805,574014154,1576203,1944446,84152,868381
eth,1805,1396202827,423244,341669,85523,1756030
fji,1805,209469206,1667807,1857669,89057,1906957
fin,1805,1317615604,1126917,551153,78374,609765
fra,1805,324191136,474037,1840442,34056,4231
gab,1805,999098998,69105,1239537,115057,823057
gmb,1805,14211035,507644,244740,16260,344095
geo,1805,1311401459,415674,11242,108023,1619464
deu,1805,645603270,565268,1335120,29967,551425
gha,1805,23154069,86294,806462,12759,810166
grc,1805,177914557,1758422,1501107,25821,556363
gtm,1805,247954535,214472,1016337,112642,103562
gin,1805,635367301,1029343,1479663,10895,809048
gnb,1805,1129230111,1483338,1243653,94046,219722
guy,1805,864542099,1506316,1046916,55649,335905
hti,1805,24612156,1946261,1761679,106971,1996607
hnd,1805,229665248,1269622,1678457,48865,799190
hun,1805,1159092904,1072069,395061,89707,407588
ind,1805,67004262,339277,1723385,87736,476116
idn,1805,394803104,1462440,962411,46633,1245867
irn,1805,1355004508,1383710,1171482,37847,1482465
irq,1805,938484204,434754,392545,59647,1813556
irl,1805,947918627,449712,1643675,52310,1423544
isr,1805,409519131,1945858,665584,39844,892659
ita,1805,1184452452,1025970,1799499,20451,1087201
jam,1805,429103164,1215028,126157,92846,531281
jpn,1805,178714715,871283,682659,38746,1960596
jor,1805,7807771,1530513,920300,76868,900449
kaz,1805,35749766,638124,197263,38134,69750
ken,1805,500079751,1437014,483814,72891,695088
kwt,1805,1135814677,1207045,861587,11584,140476
kgz,1805,469153590,540479,454882,14390,1098577
lao,1805,22368788,1605882,315932,100649,370250
lva,1805,97656221,553327,1076577,40561,318092
lbn,1805,212919267,1605788,718910,47366,1507633
lso,1805,618273722,1302671,1765714,69924,1369206
lbr,1805,1043010856,973369,916149,77164,546452
lby,1805,937269464,387831,1287529,67522,1924482
ltu,1805,306146612,1628298,1742390,73040,1427248
lux,1805,104537520,410609,961032,50203,1011337
mkd,1805,299914813,540552,1502763,11092,22620
mdg,1805,722886833,1689411,876738,58887,369485
mwi,1805,13421613,1748213,1181263,109771,1233340
mys,1805,709353268,1036006,1076359,19332,372268
mli,1805,416800034,1810588,1173858,12857,237365
mrt,1805,845002687,1821236,1405809,57262,1803544
mus,1805,304840992,1578052,1853758,127801,1880832
mex,1805,491449896,652306,1684963,88309,1625611
mda,1805,647429233,524684,1664379,95450,1151614
mng,1805,1099974971,1601489,443913,114663,186962
mne,1805,677250072,599745,1489610,119664,308389
mar,1805,1308416378,892678,601345,30611,1024673
moz,1805,25515349,1559494,692677,110268,509032
mmr,1805,1263405590,1984926,794771,74530,1956437
nam,1805,227186032,571295,1025055,49533,544262
npl,1805,1139202835,1830991,1970280,73817,1531041
nld,1805,498742963,1270297,53902,60713,1175956
nzl,1805,297659009,33436,1069983,95518,1945875
nic,1805,1027946581,1434899,216379,29507,865219
ner,1805,225725337,1789320,417303,100595,1342026
nga,1805,920580577,1086813,1643920,93834,663022
prk,1805,1137282800,1675798,330915,89242,1900144
nor,1805,1069357815,701036,478528,28804,973370
omn,1805,436028432,1861125,646103,52660,1291407
pak,1805,1380362942,1324254,326182,54571,774581
pan,1805,151403891,1707702,680092,92901,299865
png,1805,1129115057,1995472,1687362,116174,903588
pry,1805,1160175752,983588,1217152,82504,1817978
per,1805,217782520,1167686,1130382,125334,1965376
phl,1805,1353277351,414889,1529106,90062,542717
